question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id
Q327,VIÊM GAN VIRUS E / TRUYEN NHIEM 1,comparison,medium,So sánh triệu chứng của viêm gan virus E với triệu chứng của bệnh truyền nhiễm do Shigella.,"Triệu chứng chung của cả hai bệnh đều bao gồm mệt mỏi, chán ăn và vàng da. Tuy nhiên, viêm gan virus E thường có biểu hiện như sốt, đau cơ và nhức đầu, trong khi bệnh truyền nhiễm do Shigella ít xuất hiện các triệu chứng này. Viêm gan virus E không gây tử vong, trong khi bệnh truyền nhiễm do Shigella có thể dẫn đến tử vong ở một tỷ lệ nhất định tùy thuộc vào loại vi khuẩn.",answer_from_context,viêm gan virus e_text_0006;Truyen-nhiem-1_text_0106,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus e.pdf;Truyen-nhiem-1.pdf,viêm gan virus e_text_0006;Truyen-nhiem-1_text_0106
Q328,VIÊM GAN VIRUS A / BỆNH SỐT RÉT,comparison,medium,So sánh triệu chứng của viêm gan virus A và bệnh sốt rét?,"Triệu chứng của viêm gan virus A bao gồm sốt cao, vàng mắt, mệt lả, có thể dẫn đến hôn mê gan. Trong khi đó, bệnh sốt rét gây ra thiếu máu nặng với da xanh, niêm mạc nhợt và có thể xuất hiện các biểu hiện như suy sụp, loạn tri giác hoặc co giật nhiều lần.",answer_from_context,viêm gan virus a_text_0007;bệnh sốt rét_text_0013,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus a.pdf;bệnh sốt rét.pdf,viêm gan virus a_text_0007;bệnh sốt rét_text_0013
Q329,TRUYEN NHIEM 1 / VIÊM GAN VIRUS A,comparison,medium,So sánh nguyên nhân gây bệnh giữa nhiễm trùng da và mô mềm với viêm gan virus A?,"Nguyên nhân gây bệnh nhiễm trùng da và mô mềm chủ yếu là các vi khuẩn như Staphylococcus aureus, Pseudomonas aeruginosa, Enterococcus, Escherichia coli, Enterobacter, Klebsiella, Beta-hemolytic Streptococcus, Proteus mirabilis và Staphylococcus không sinh Coagulase. Trong khi đó, viêm gan virus A do nhiễm virus Hepatitis A gây ra.",answer_from_context,Truyen-nhiem-1_text_0164;viêm gan virus a_text_0009,,need_review,passed,passed,llm_comparison,comparison,Truyen-nhiem-1.pdf;viêm gan virus a.pdf,Truyen-nhiem-1_text_0164;viêm gan virus a_text_0009
Q330,TRUYEN NHIEM 1 / BỆNH DO VIRUS EBOLA,comparison,medium,"Trong điều trị bệnh truyền nhiễm 1 và bệnh do virus Ebola, clindamycin được sử dụng như thế nào?","Clindamycin được sử dụng trong cả hai bệnh. Trong bệnh truyền nhiễm 1, clindamycin dùng với liều lượng 600-900 mg/kg mỗi 8 giờ, tiêm tĩnh mạch. Trong bệnh do virus Ebola, không đề cập đến việc sử dụng clindamycin.",answer_from_context,Truyen-nhiem-1_text_0171;bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_comparison,comparison,Truyen-nhiem-1.pdf;bệnh do virus ebola.pdf,Truyen-nhiem-1_text_0171;bệnh do virus ebola_text_0012
Q331,BỆNH RUBELLA / VIÊM GAN VIRUS D,comparison,medium,"Trong việc chẩn đoán, bệnh rubella có biểu hiện ban mọc và bay theo trình tự như thế nào so với viêm gan virus D?","Ban mọc và bay của bệnh rubella diễn ra từ đầu, ngực tay bụng, chân, trong khi viêm gan virus D không đề cập đến các biểu hiện về ban mọc và bay.",answer_from_context,bệnh rubella_text_0008;viêm gan virus d_text_0002,,need_review,passed,passed,llm_comparison,comparison,bệnh rubella.pdf;viêm gan virus d.pdf,bệnh rubella_text_0008;viêm gan virus d_text_0002
Q332,BỆNH VIÊM GAN VIRUS C / VIÊM GAN VIRUS A,comparison,medium,"Trong quá trình đánh giá bệnh lý đi kèm, có sự khác biệt nào giữa viêm gan virus C và viêm gan virus A không?","Viêm gan virus C cần đánh giá đồng nhiễm vi rút viêm gan B, HIV, chức năng thận, rối loạn chuyển hóa và tình trạng nghiện rượu. Trong khi đó, viêm gan virus A chủ yếu tập trung vào triệu chứng lâm sàng như sốt, đau mỏi cơ, nhức đầu, chán ăn, mệt mỏi, nước tiểu sẫm màu, vàng mắt, vàng da.",answer_from_context,bệnh viêm gan virus c_text_0026;viêm gan virus a_text_0005,,need_review,passed,passed,llm_comparison,comparison,bệnh viêm gan virus c.pdf;viêm gan virus a.pdf,bệnh viêm gan virus c_text_0026;viêm gan virus a_text_0005
Q333,VIÊM GAN VIRUS D / DỊCH CÚM A,comparison,medium,"Trong chẩn đoán viêm gan vi rút D, nồng độ HDV RNA và HDAg của người mang HBV mạn tính có điểm gì giống và khác so với bệnh dịch cúm A(H7N9)?","Điểm giống: Nồng độ HDV RNA và HDAg đều xuất hiện sớm. Điểm khác biệt: Trong viêm gan vi rút D, nồng độ HDV RNA và HDAg tồn tại ngắn hạn, trong khi bệnh dịch cúm A(H7N9) không liên quan đến các marker này.",answer_from_context,viêm gan virus d_text_0009;dịch cúm A_text_0035,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus d.pdf;dịch cúm A.pdf,viêm gan virus d_text_0009;dịch cúm A_text_0035
Q334,BỆNH VIÊM GAN VIRUS C / VIÊM GAN VIRUS B,comparison,medium,"Trong điều trị viêm gan virus C và viêm gan virus B, phác đồ sử dụng thuốc có điểm gì khác nhau?","Phác đồ điều trị viêm gan virus C đề cập đến việc sử dụng các loại thuốc DAA thế hệ mới dựa trên tình trạng xơ gan và bệnh đi kèm. Trong khi đó, hướng dẫn về điều trị viêm gan virus B chủ yếu tập trung vào việc hỗ trợ triệu chứng và không đề cập cụ thể đến việc sử dụng thuốc đặc hiệu.",answer_from_context,bệnh viêm gan virus c_text_0021;viêm gan virus b_text_0005,,need_review,passed,passed,llm_comparison,comparison,bệnh viêm gan virus c.pdf;viêm gan virus b.pdf,bệnh viêm gan virus c_text_0021;viêm gan virus b_text_0005
Q335,VIÊM GAN VIRUS E / TRUYEN NHIEM 1,comparison,medium,"Trong điều trị viêm gan virus E và leptospirosis, điểm khác nhau chính là gì?","Điểm khác biệt chính giữa hai bệnh là trong điều trị viêm gan virus E tập trung vào bảo vệ tế bào gan bằng các thuốc như BDD, L-Ornithin L-Aspartat, Glutathione và tăng cường yếu tố đông máu. Trong khi đó, leptospirosis không đề cập đến việc sử dụng các loại thuốc này mà tập trung hơn vào điều trị triệu chứng cấp tính và phòng ngừa bằng cách tiêm vaccine.",answer_from_context,viêm gan virus e_text_0009;Truyen-nhiem-1_text_0157,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus e.pdf;Truyen-nhiem-1.pdf,viêm gan virus e_text_0009;Truyen-nhiem-1_text_0157
Q336,BỆNH DO VIRUS CORONA HAY COVID 19 / SỐT XUẤT HUYẾT DENGUE,comparison,medium,So sánh triệu chứng tiêu hóa giữa bệnh do virus corona và sốt xuất huyết?,"Triệu chứng tiêu hóa như nôn và tiêu chảy chỉ được ghi nhận ở bệnh do virus corona, trong khi đó không có thông tin về triệu chứng tiêu hóa ở bệnh sốt xuất huyết.",answer_from_context,bệnh do virus corona hay covid-19_text_0006;sốt xuất huyết dengue_text_0228,,need_review,passed,passed,llm_comparison,comparison,bệnh do virus corona hay covid-19.pdf;sốt xuất huyết dengue.pdf,bệnh do virus corona hay covid-19_text_0006;sốt xuất huyết dengue_text_0228
Q337,BỆNH DO VIRUS EBOLA / BỆNH DO VIRUS CORONA HAY COVID 19,comparison,medium,So sánh triệu chứng xuất huyết của bệnh Ebola với triệu chứng xuất huyết trong bệnh do virus Corona (COVID-19).,"Triệu chứng xuất huyết ở bệnh Ebola bao gồm đi ngoài phân đen, chảy máu nơi tiêm truyền, ho máu, chảy máu chân răng và đái máu. Trong khi đó, bệnh do virus Corona (COVID-19) không có triệu chứng xuất huyết rõ rệt như bệnh Ebola; thay vào đó, bệnh nhân có thể tiến triển thành viêm phổi và ARDS.",answer_from_context,bệnh do virus ebola_text_0004;bệnh do virus corona hay covid-19_text_0006,,need_review,passed,passed,llm_comparison,comparison,bệnh do virus ebola.pdf;bệnh do virus corona hay covid-19.pdf,bệnh do virus ebola_text_0004;bệnh do virus corona hay covid-19_text_0006
Q338,BỆNH SỞI / TRUYEN NHIEM 1,comparison,medium,"Trong việc quản lý người bệnh, thời gian hạn chế tiếp xúc đối với bệnh Sởi và bệnh Truyền Nhiễm 1 (C. tetani) khác nhau như thế nào?","Thời gian hạn chế tiếp xúc đối với bệnh Sởi là từ lúc nghi mắc cho đến ít nhất 4 ngày sau khi bắt đầu phát ban, trong khi thời gian ủ bệnh của C. tetani có thể kéo dài từ hai ngày đến hai tháng, thường ngắn hơn 7 ngày thì bệnh càng nặng.",answer_from_context,bệnh sởi_text_0037;Truyen-nhiem-1_text_0056,,need_review,passed,passed,llm_comparison,comparison,bệnh sởi.pdf;Truyen-nhiem-1.pdf,bệnh sởi_text_0037;Truyen-nhiem-1_text_0056
Q339,BỆNH TAY CHÂN MIỆNG / BỆNH RUBELLA,comparison,medium,"Trong điều trị bệnh Tay chân miẹng, liều lượng và cách sử dụng Immunoglobulin có điểm gì giống và khác so với việc sử dụng Dobutamin?","Cả hai đều chỉ định sử dụng liều duy nhất hoặc theo dõi lâm sàng. Tuy nhiên, Immunoglobulin được truyền tĩnh mạch chậm trong 6-12 giờ với liều 1g/kg/ngày, trong khi Dobutamin có liều khởi đầu từ 5ug/kg/phút và tăng dần cho đến liều tối đa 20ug/kg/phút.",answer_from_context,bệnh tay chân miệng_text_0037;bệnh rubella_text_0005,,need_review,passed,passed,llm_comparison,comparison,bệnh tay chân miệng.pdf;bệnh rubella.pdf,bệnh tay chân miệng_text_0037;bệnh rubella_text_0005
Q340,BỆNH SỞI / VIÊM GAN VIRUS D,comparison,medium,"Trong quá trình chẩn đoán, xét nghiệm nào có độ đặc hiệu cao hơn trong việc phân biệt viêm gan virus D cấp và mạn tính giữa Anti-HD IgM và HDV-RNA?","HDV-RNA có độ đặc hiệu cao hơn trong việc chẩn đoán viêm gan vi rút D vì nó xuất hiện trong cả 3 thể bệnh và là xét nghiệm để đánh giá đáp ứng điều trị thuốc kháng vi rút, trong khi Anti-HD IgM chỉ xuất hiện thời gian ngắn trong trường hợp viêm gan vi rút D cấp khỏi hoàn toàn.",answer_from_context,bệnh sởi_text_0046;viêm gan virus d_text_0008,,need_review,passed,passed,llm_comparison,comparison,bệnh sởi.pdf;viêm gan virus d.pdf,bệnh sởi_text_0046;viêm gan virus d_text_0008
Q341,SỐT XUẤT HUYẾT DENGUE / BỆNH SỐT RÉT,comparison,medium,"Trong điều trị bệnh Sốt xuất huyết, việc sử dụng thuốc vận mạch Dobutamin hoặc Dopamine có mục đích gì so với các xét nghiệm để xác định bệnh Sốt rét?","Đối với bệnh Sốt xuất huyết, mục đích của việc sử dụng thuốc vận mạch Dobutamin hoặc Dopamine là hỗ trợ tăng sức co bóp cơ tim và điều chỉnh tuần hoàn. Trong khi đó, đối với bệnh Sốt rét, các xét nghiệm như lam máu nhuộm Giemsa hay kỹ thuật xét nghiệm chẩn đoán nhanh phát hiện kháng nguyên sốt rét (RDTS) có mục đích xác định có ký sinh trùng sốt rét trong máu.",answer_from_context,sốt xuất huyết dengue_text_0217;bệnh sốt rét_text_0010,,need_review,passed,passed,llm_comparison,comparison,sốt xuất huyết dengue.pdf;bệnh sốt rét.pdf,sốt xuất huyết dengue_text_0217;bệnh sốt rét_text_0010
Q342,BỆNH SỐT RÉT / CÚM A,comparison,medium,"Trong việc phát hiện sốt rét và điều trị bệnh cúm A, so sánh giữa yếu tố dịch rễ của bệnh sốt rét với các biện pháp hồi sức trong bệnh cúm A?","Yếu tố dịch rễ của bệnh sốt rét là đến vùng sốt rét, đang ở hoặc trở về từ vùng sốt rét lưu hành hoặc có tiên sử mắc sốt rét. Trong khi đó, các biện pháp hồi sức trong bệnh cúm A bao gồm đảm bảo thể tích tuần hoàn, cân bằng dịch vào ra, duy trì huyết áp và thăng bằng kiềm toan.",answer_from_context,bệnh sốt rét_text_0009;cúm A_text_0012,,need_review,passed,passed,llm_comparison,comparison,bệnh sốt rét.pdf;cúm A.pdf,bệnh sốt rét_text_0009;cúm A_text_0012
Q343,TRUYEN NHIEM 1 / CÚM A,comparison,medium,"Trong điều trị Truyễn Nhiễm 1 và phòng ngừa Bệnh Cuốn A, biện pháp nào được đề cập để hỗ trợ người bệnh trong tình trạng suy hô hấp/tuần hoàn?","Trong Truyễn Nhiễm 1, có đề cập đến việc cho người bệnh thở oxy qua sond mũi hoặc mặt nạ, đặt nội khí quản và thở máy nếu tình trạng suy hô hấp nặng. Trong khi đó, Bệnh Cuốn A không đề cập đến bất kỳ biện pháp hỗ trợ hô hấp/tuần hoàn nào.",answer_from_context,Truyen-nhiem-1_text_0161;cúm A_text_0016,,need_review,passed,passed,llm_comparison,comparison,Truyen-nhiem-1.pdf;cúm A.pdf,Truyen-nhiem-1_text_0161;cúm A_text_0016
Q344,BỆNH TAY CHÂN MIỆNG / BỆNH DO VIRUS ZIKA,comparison,medium,"Trong việc chăm sóc bệnh nhân, điểm khác nhau chính giữa bệnh tay chân miệng và bệnh do virus Zika là gì?","Đối với bệnh tay chân miệng, cần có lưu đồ chăm sóc để phân độ đúng và chăm sóc phù hợp theo phân độ. Trong khi đó, đối với bệnh do virus Zika, điều trị triệu chứng là chính, bao gồm nghỉ ngơi, hạ sốt bằng paracetamol, bồi dưỡng nước và điện giải.",answer_from_context,bệnh tay chân miệng_text_0049;bệnh do virus zika_text_0006,,need_review,passed,passed,llm_comparison,comparison,bệnh tay chân miệng.pdf;bệnh do virus zika.pdf,bệnh tay chân miệng_text_0049;bệnh do virus zika_text_0006
Q345,BỆNH DO VIRUS ZIKA / BỆNH DO VIRUS CORONA HAY COVID 19,comparison,medium,"Trong điều trị, bệnh do virus Zika và bệnh do virus Corona có điểm khác nhau nào về cách sử dụng thuốc hạ sốt?","Đối với bệnh do virus Zika, không sử dụng aspirin và các thuốc giảm đau NSAID (ibuprofen, meloxicam, piroxicam...), trong khi bệnh do virus Corona chỉ đề cập đến việc dùng paracetamol với liều lượng cụ thể cho trẻ em và người lớn.",answer_from_context,bệnh do virus zika_text_0006;bệnh do virus corona hay covid-19_text_0014,,need_review,passed,passed,llm_comparison,comparison,bệnh do virus zika.pdf;bệnh do virus corona hay covid-19.pdf,bệnh do virus zika_text_0006;bệnh do virus corona hay covid-19_text_0014
Q346,VIÊM GAN VIRUS B / SỐT XUẤT HUYẾT DENGUE,comparison,medium,So sánh cách điều trị cho bệnh viêm gan virus B và sốt xuất huyết Dengue trong giai đoạn đầu của bệnh?,"Cách điều trị cho bệnh viêm gan virus B chủ yếu là hỗ trợ, bao gồm nghỉ ngơi tuyệt đối, hạn chế ăn chất béo, kiêng rượu bia, và có thể sử dụng thuốc bổ trợ gan. Trong khi đó, cách điều trị cho sốt xuất huyết Dengue tập trung vào việc cung cấp đủ năng lượng thông qua chế độ ăn phù hợp, chia nhỏ bữa ăn để trẻ dễ tiêu hóa hơn, và theo dõi tổng lượng ăn uống trong 24 giờ.",answer_from_context,viêm gan virus b_text_0005;sốt xuất huyết dengue_text_0187,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus b.pdf;sốt xuất huyết dengue.pdf,viêm gan virus b_text_0005;sốt xuất huyết dengue_text_0187
Q347,DỊCH CÚM A / TRUYEN NHIEM 1,comparison,medium,"Trong việc giám sát và phòng chống dịch, hoạt động của đội cơ động chống dịch được chú trọng như thế nào giữa bệnh cúm A(H7N9) và nhiễm trùng do vi khuẩn?","Đối với bệnh cúm A(H7N9), hoạt động của đội cơ động chống dịch được củng cố và duy trì tại đơn vị y tế các tuyến, đồng thời tổ chức trực 24/24 giờ trong thời gian có dịch. Trong khi đó, đối với nhiễm trùng do vi khuẩn, không đề cập đến việc duy trì hoạt động của đội cơ động chống dịch cụ thể.",answer_from_context,dịch cúm A_text_0037;Truyen-nhiem-1_text_0204,,need_review,passed,passed,llm_comparison,comparison,dịch cúm A.pdf;Truyen-nhiem-1.pdf,dịch cúm A_text_0037;Truyen-nhiem-1_text_0204
Q348,VIÊM GAN VIRUS E / BỆNH DO VIRUS ZIKA,comparison,medium,"Viêm gan virus E và bệnh do virus Zika đều có triệu chứng chán ăn, mệt mỏi. Tuy nhiên, điểm khác nhau là gì?","Viêm gan virus E thường đi kèm với triệu chứng vàng mắt, vàng da, sốt, đau mỏi cơ, nhức đầu, trong khi bệnh do virus Zika không đề cập đến các triệu chứng này.",answer_from_context,viêm gan virus e_text_0006;bệnh do virus zika_text_0006,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus e.pdf;bệnh do virus zika.pdf,viêm gan virus e_text_0006;bệnh do virus zika_text_0006
Q349,VIÊM GAN VIRUS D / BỆNH RUBELLA,comparison,medium,"Trong phòng bệnh, cách nào được đề xuất để chống lại viêm gan virus D theo CONTEXT A và cách chẩn đoán bệnh rubella như thế nào trong CONTEXT B?","Theo CONTEXT A, cách phòng bệnh viêm gan virus D là tiêm vắc xin phòng bệnh viêm gan vi rút B. Trong khi đó, CONTEXT B không đề cập đến việc phòng ngừa bệnh rubella mà tập trung vào các dấu hiệu chẩn đoán như ban mọc theo trình tự, xét nghiệm kháng thể IgM (+), và các triệu chứng khác.",answer_from_context,viêm gan virus d_text_0010;bệnh rubella_text_0008,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus d.pdf;bệnh rubella.pdf,viêm gan virus d_text_0010;bệnh rubella_text_0008
Q350,VIÊM GAN VIRUS B / BỆNH VIÊM GAN VIRUS C,comparison,medium,"Trong việc quản lý bệnh viêm gan virus B và viêm gan virus C, điều gì khác biệt về cách tiếp cận trong trường hợp sử dụng thuốc ức chế miễn dịch?","Trong trường hợp nhiễm HBV (HBsAg dương tính hoặc anti-HBc dương tính) được ghép tạng, dùng thuốc ức chế miễn dịch, cần xét nghiệm HBV DNA và điều trị dự phòng viêm gan vi rút B mạn bùng phát bằng thuốc ETV, TDF hoặc LAM. Trong khi đó, đối với bệnh viêm gan virus C, không có thông tin về việc sử dụng các thuốc kích thích CYP3A như phenobarbital hay rifampicin trong quá trình điều trị.",answer_from_context,viêm gan virus b_text_0014;bệnh viêm gan virus c_text_0069,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus b.pdf;bệnh viêm gan virus c.pdf,viêm gan virus b_text_0014;bệnh viêm gan virus c_text_0069
Q351,BỆNH TAY CHÂN MIỆNG / BỆNH DO VIRUS EBOLA,comparison,medium,"Trong điều trị bệnh tay chân miệng và bệnh Ebola, ai cần được theo dõi tại cơ sở y tế?","Bệnh nhân bị bệnh tay chân miệng độ 1 không có biến chứng sẽ được điều trị ngoại trú và theo dõi tại cơ sở y tế. Trong khi đó, người nhiễm bệnh Ebola sau khi xuất viện vẫn cần tư vấn cách phòng tránh lây truyền qua tinh dịch và sữa mẹ.",answer_from_context,bệnh tay chân miệng_text_0028;bệnh do virus ebola_text_0013,,need_review,passed,passed,llm_comparison,comparison,bệnh tay chân miệng.pdf;bệnh do virus ebola.pdf,bệnh tay chân miệng_text_0028;bệnh do virus ebola_text_0013
Q352,BỆNH TAY CHÂN MIỆNG / VIÊM GAN VIRUS D,comparison,medium,"Trong điều trị bệnh tay chân miệng độ 4, liệu pháp Methyl prednisolone được chỉ định như thế nào so với việc phòng ngừa viêm gan virus D?","Methyl prednisolone được chỉ định trong điều trị bệnh tay chân miệng độ 4 để kiểm soát thân nhiệt và co giật, truyền tĩnh mạch chậm trong 30 phút x 2 lần/ngày, tối đa 3 ngày. Trong khi đó, việc phòng ngừa viêm gan virus D chủ yếu dựa trên tiêm vắc-xin chống lại viêm gan virus B, không đề cập đến Methyl prednisolone.",answer_from_context,bệnh tay chân miệng_text_0040;viêm gan virus d_text_0010,,need_review,passed,passed,llm_comparison,comparison,bệnh tay chân miệng.pdf;viêm gan virus d.pdf,bệnh tay chân miệng_text_0040;viêm gan virus d_text_0010
Q353,DỊCH CÚM A / TRUYEN NHIEM 1,comparison,medium,"Trong việc phòng chống dịch, hệ thống cán bộ tuyên truyền được tập trung như thế nào giữa bệnh cúm A và nhiễm trùng đường tiêu hóa?","Đối với bệnh cúm A, tập trung vào nâng cao khả năng đáp ứng của hệ thống cán bộ tuyên truyền trong và ngoài ngành y tế. Trong khi đó, đối với nhiễm trùng đường tiêu hóa, không đề cập đến việc tập trung vào đội ngũ tuyên truyền cụ thể.",answer_from_context,dịch cúm A_text_0042;Truyen-nhiem-1_text_0207,,need_review,passed,passed,llm_comparison,comparison,dịch cúm A.pdf;Truyen-nhiem-1.pdf,dịch cúm A_text_0042;Truyen-nhiem-1_text_0207
Q354,DỊCH CÚM A / BỆNH SỐT RÉT,comparison,medium,"Trong công tác phòng chống dịch, giữa việc tuyên truyền về bệnh sốt rét và dịch cúm A, phương tiện thông tin đại chúng được sử dụng như thế nào?","Cả hai đều sử dụng các phương tiện thông tin đại chúng để phổ biến biện pháp phòng chống. Tuy nhiên, đối với dịch cúm A, việc thông báo diễn biến tình hình dịch bệnh hàng ngày tại trung ương và địa phương cũng được đề cập, trong khi đó, về bệnh sốt rét, không có thông tin cụ thể về việc sử dụng các phương tiện này để thông báo diễn biến tình hình.",answer_from_context,dịch cúm A_text_0042;bệnh sốt rét_text_0024,,need_review,passed,passed,llm_comparison,comparison,dịch cúm A.pdf;bệnh sốt rét.pdf,dịch cúm A_text_0042;bệnh sốt rét_text_0024
Q355,SỐT XUẤT HUYẾT DENGUE / BỆNH VIÊM GAN VIRUS C,comparison,medium,"Trong quá trình lấy mẫu dịch, bệnh Sốt xuất huyết và Bệnh viêm gan virus C có những điểm giống và khác nhau nào?","Điểm giống: Cả hai đều sử dụng kim để đâm vào cơ thể. Điểm khác: Sốt xuất huyết tập trung vào việc lấy dịch từ vị trí cụ thể (đường 3 giữa, 2-3cm dưới rốn), trong khi Bệnh viêm gan virus C không đề cập đến quá trình lấy mẫu dịch cụ thể.",answer_from_context,sốt xuất huyết dengue_text_0130;bệnh viêm gan virus c_text_0023,,need_review,passed,passed,llm_comparison,comparison,sốt xuất huyết dengue.pdf;bệnh viêm gan virus c.pdf,sốt xuất huyết dengue_text_0130;bệnh viêm gan virus c_text_0023
Q356,BỆNH VIÊM GAN VIRUS C / TRUYEN NHIEM 1,comparison,medium,"Khi bệnh nhân quên thuốc, cách xử trí khác nhau như thế nào giữa viêm gan C và uốn ván?","Trong trường hợp viêm gan C, nếu bỏ thuốc từ 8-20 ngày liên tục, cần tiếp tục uống lại DAA ngay và luôn với ưu tiên hàng đầu. Trong khi đó, trong bệnh uốn ván, việc xử trí tập trung vào kiểm soát co giật, điều chỉnh rối loạn thần kinh thực vật và điều trị hồi sức tích cực. Ngoài ra, bệnh uốn ván còn cần sử dụng kháng sinh để diệt vi khuẩn uốn ván và globulin miễn dịch để trung hòa độc tố uốn ván.",answer_from_context,bệnh viêm gan virus c_text_0041;Truyen-nhiem-1_text_0065,,need_review,passed,passed,llm_comparison,comparison,bệnh viêm gan virus c.pdf;Truyen-nhiem-1.pdf,bệnh viêm gan virus c_text_0041;Truyen-nhiem-1_text_0065
Q357,BỆNH DO VIRUS EBOLA / BỆNH TAY CHÂN MIỆNG,comparison,medium,"Trong việc phòng ngừa lây truyền, cách tiếp cận của bệnh Ebola và bệnh Tay-Chamaeng có điểm gì giống nhau và khác nhau?","Cả hai đều nhấn mạnh việc sử dụng trang bị phòng hộ cá nhân để hạn chế lây truyền. Tuy nhiên, đối với bệnh Ebola, việc cách ly và điều trị tại cơ sở y tế được đề cập rõ ràng hơn trong khi bệnh Tay-Chamaeng không có thông tin về việc này. Ngoài ra, bệnh Ebola yêu cầu khai báo, thông tin, báo cáo ca bệnh theo hướng dẫn cụ thể của Bộ Y tế, trong khi bệnh Tay-Chamaeng không đề cập đến điều này.",answer_from_context,bệnh do virus ebola_text_0012;bệnh tay chân miệng_text_0037,,need_review,passed,passed,llm_comparison,comparison,bệnh do virus ebola.pdf;bệnh tay chân miệng.pdf,bệnh do virus ebola_text_0012;bệnh tay chân miệng_text_0037
Q358,BỆNH TAY CHÂN MIỆNG / VIÊM GAN VIRUS E,comparison,medium,"Trong hồi sức bệnh tay chân miệng độ 4, nếu bệnh nhân vẫn còn sốc, liệu pháp điều trị được đề xuất như thế nào so với cách tiếp cận trong điều trị viêm gan virus E?","Đối với bệnh tay chân miệng độ 4, khi bệnh nhân vẫn còn sốc, cần xem xét chỉ định cao phân tử và sử dụng siêu âm để đánh giá tình trạng. Trong khi đó, đối với viêm gan virus E, tập trung vào việc bảo vệ tế bào gan bằng cách sử dụng các thuốc như BDD, L-Ornithin L-Aspartat, Glutathione, và tăng cường yếu tố đông máu.",answer_from_context,bệnh tay chân miệng_text_0045;viêm gan virus e_text_0009,,need_review,passed,passed,llm_comparison,comparison,bệnh tay chân miệng.pdf;viêm gan virus e.pdf,bệnh tay chân miệng_text_0045;viêm gan virus e_text_0009
Q359,VIÊM GAN VIRUS E / VIÊM GAN VIRUS D,comparison,medium,"Trong quản lý bệnh viêm gan, khác biệt chính giữa vi rút E và vi rút D là gì?","Vi rút E không được đề cập đến trong CONTEXT A về các đối tượng chịu trách nhiệm thi hành Quyết định. Trong khi đó, vi rút D có cấu trúc gồm 1 sợi đơn ARN, kháng nguyên HDAg và lớp vỏ lipoprotein. Ngoài ra, vi rút D còn có nhiều genotype phân bố theo địa dư trên toàn thế giới.",answer_from_context,viêm gan virus e_text_0002;viêm gan virus d_text_0004,,need_review,passed,passed,llm_comparison,comparison,viêm gan virus e.pdf;viêm gan virus d.pdf,viêm gan virus e_text_0002;viêm gan virus d_text_0004
Q360,CÚM A / BỆNH TAY CHÂN MIỆNG,comparison,medium,"Trong việc điều trị giảm oxy máu, bệnh cúm A và bệnh tay chân miệng có điểm gì giống nhau và khác nhau?","Giống: Cả hai đều cần theo dõi sát SpO2. Khác: Bệnh cúm A tập trung vào các phương pháp thở oxy như gọng mũi, mặt nạ đơn giản và có túi; trong khi bệnh tay chân miệng không đề cập đến việc điều trị giảm oxy máu.",answer_from_context,cúm A_text_0009;bệnh tay chân miệng_text_0049,,need_review,passed,passed,llm_comparison,comparison,cúm A.pdf;bệnh tay chân miệng.pdf,cúm A_text_0009;bệnh tay chân miệng_text_0049
Q361,Ngoài phạm vi,out_of_scope,medium,Tài liệu hiện có có cung cấp hướng dẫn điều trị bệnh tay chân miệng không?,Cần trả lời rằng chưa tìm thấy thông tin này trong tài liệu hiện có nếu bệnh tay chân miệng không nằm trong cơ sở tri thức được cung cấp.,refuse_due_to_missing_context,,Câu kiểm tra khả năng từ chối khi thiếu context,need_review,fixed_template,manual_template,fixed_template,out_of_scope,,
Q362,Ngoài phạm vi,out_of_scope,medium,Tài liệu có nói về phác đồ điều trị ung thư phổi không?,Cần trả lời rằng chưa tìm thấy thông tin về phác đồ điều trị ung thư phổi trong tài liệu hiện có.,refuse_due_to_missing_context,,Câu kiểm tra khả năng từ chối khi thiếu context,need_review,fixed_template,manual_template,fixed_template,out_of_scope,,
Q363,Ngoài phạm vi,out_of_scope,medium,Tài liệu có hướng dẫn dùng thuốc điều trị tăng huyết áp không?,Cần trả lời rằng chưa tìm thấy thông tin về điều trị tăng huyết áp trong tài liệu hiện có.,refuse_due_to_missing_context,,Câu kiểm tra khả năng từ chối khi thiếu context,need_review,fixed_template,manual_template,fixed_template,out_of_scope,,
Q364,Ngoài phạm vi,out_of_scope,medium,Tài liệu có cung cấp hướng dẫn điều trị đái tháo đường type 2 không?,Cần trả lời rằng chưa tìm thấy thông tin về điều trị đái tháo đường type 2 trong tài liệu hiện có.,refuse_due_to_missing_context,,Câu kiểm tra khả năng từ chối khi thiếu context,need_review,fixed_template,manual_template,fixed_template,out_of_scope,,
